@relation kin8nm

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute theta4 numeric
@attribute theta5 numeric
@attribute theta6 numeric
@attribute theta7 numeric
@attribute theta8 numeric
@attribute binaryClass {P,N}

@data
0.080945,1.087526,0.699495,-0.504026,-0.99752,-0.048432,-0.757779,-0.104941,P
0.132536,0.263988,0.575442,-1.432345,1.354293,-0.329932,0.031092,-1.31512,N
0.14457,0.916299,-1.505971,0.596845,0.756992,-0.24761,1.063682,1.031036,N
1.332951,0.158178,0.955536,0.06419,-0.680573,1.023053,-1.506039,-0.400213,P
0.209243,0.714278,-0.134298,1.281036,0.150766,0.522381,-0.17956,-0.237199,P
1.30565,0.851229,-1.482448,1.04356,-1.338744,-1.097775,1.205505,0.077883,P
0.028837,-0.199352,0.460956,-0.391247,-0.182068,0.26467,0.79425,-1.058552,P
0.863812,1.56991,0.126585,-0.327978,-0.113007,-0.190906,0.32904,-0.246731,N
0.795466,-0.755782,0.652552,1.175557,1.359862,-0.994536,0.967645,0.086479,P
-1.225298,-0.961197,0.149427,0.116305,0.11841,1.254845,-0.823355,-1.101402,P
-0.440368,-0.768274,1.293971,0.669402,1.494628,0.660014,0.583746,-0.997758,P
0.325782,-0.441734,-1.481965,0.590199,0.030077,-0.100594,-0.177925,0.498267,N
-0.370029,-0.645631,-0.83805,1.461708,-0.298211,-0.5119,0.409676,-1.11991,P
1.279462,-0.064165,-1.353137,-0.333257,-1.187623,1.320427,-0.939317,-1.037867,P
-0.278709,-0.850882,-0.176463,0.413026,1.301494,0.197449,-0.589445,-1.314156,N
-0.154627,-0.246841,-0.145414,-1.195738,-0.698264,0.997931,-1.358433,1.51268,P
-0.720332,1.3812,0.181817,-0.000395,1.261792,-0.737751,-1.232935,-1.297792,N
1.079598,0.592054,-0.964821,-0.359716,1.180841,0.490799,0.005717,0.084582,N
-1.039283,1.220908,1.153967,-1.317013,0.945419,-0.963344,-1.309905,1.562649,P
0.034931,-1.087168,-1.467228,0.624134,-0.518225,0.846126,0.716891,-0.269038,N
-0.394504,-0.526269,-1.334844,0.039686,-1.318584,-1.150349,0.786974,-0.96605,P
1.473581,-1.4126,-0.613195,0.981689,-0.652822,-0.556879,0.567501,-0.658802,P
1.306625,-0.548698,-1.542655,-0.397741,-1.532801,-0.65891,0.119007,-1.518777,P
0.704917,-1.387662,0.161615,0.472016,-0.728222,-0.183094,-1.036033,-0.636773,N
0.597155,0.745737,-1.220007,0.649754,0.424251,1.502647,1.23762,1.160504,P
-0.997398,-1.350745,0.521689,0.234389,-1.029089,-0.269894,0.19673,-1.55837,P
0.27594,-0.820408,-0.15555,-0.173416,-1.424256,0.346881,1.477694,-0.07255,P
0.736547,-0.145849,-0.525875,0.788417,1.458942,-0.766279,1.31718,-0.4126,N
1.269137,-0.846586,-1.082426,-0.306142,0.302386,-1.459619,-0.967794,-1.06645,N
-1.024754,-0.294636,0.634319,0.600566,-0.891498,0.881286,1.449868,-1.043627,P
-0.827521,-0.798461,1.570265,-0.225629,-1.148343,-0.838133,-1.411319,-0.729711,P
-0.307353,1.153864,-1.078793,-0.243287,-1.394268,0.395883,-1.01468,0.518675,P
-0.901642,-0.052104,-1.138113,1.431672,-0.329245,-0.293471,-1.161443,-0.554289,N
1.148483,0.800158,0.898491,0.654811,-1.275399,-0.064482,1.48517,-1.115848,P
0.614455,-0.910119,-0.693598,0.411527,-0.547317,0.099596,1.30231,1.243449,P
0.722936,0.043964,1.155299,-1.252133,-0.177383,-0.558904,0.454026,0.76614,P
-1.299343,0.633241,-1.077647,0.93687,0.093078,-0.135328,-0.116749,-0.868254,N
-0.848423,-0.830907,-0.730333,0.316113,-0.144955,0.062812,1.28879,-0.04784,P
0.248145,-0.668539,-0.507118,0.478398,-1.524477,0.11081,-0.592995,0.207632,P
-1.467333,1.343966,0.006572,1.106001,0.937506,-0.581257,-1.327965,-0.638383,N
0.034056,-0.007591,0.498472,-0.23756,-1.566796,1.170926,-1.225325,-0.763687,P
0.607472,1.224235,-0.805098,0.28622,-0.315163,0.81926,-0.904231,1.265063,N
-0.388181,1.423244,-0.448367,0.713526,-0.214229,-0.291607,-1.533761,-0.382886,N
0.924357,0.380186,0.977253,0.778148,-0.281158,-0.154611,-1.155454,-1.180482,P
0.500697,-0.213828,0.443267,-0.114723,-0.474478,-0.454617,-1.527202,-1.200201,P
-1.110104,0.167354,1.278106,0.784656,-1.190374,-0.40048,-0.865248,0.395854,P
0.401329,0.995599,-1.09183,-0.693161,-0.948846,1.557926,0.209769,-0.769579,N
0.139022,0.914346,-0.350538,-0.929468,-0.536149,-1.121252,0.713084,-0.371509,P
-0.806808,-1.25572,-1.00636,-1.566615,-0.974972,1.539255,-0.371028,1.540145,N
-0.900071,0.332176,0.450316,-0.412311,0.185232,-0.750897,0.198529,-1.505009,N
-0.73184,0.274459,0.356663,0.640295,-0.129322,-0.543248,0.298275,1.420436,N
-0.706807,0.974978,0.276792,1.48506,0.464927,-0.894169,-0.866352,0.296283,N
-0.948122,-0.088161,-0.651425,-0.547881,0.889785,1.088054,0.501964,0.198937,N
-0.92371,1.106947,-0.047563,-0.232594,0.630523,-0.287001,1.331067,0.875256,N
0.94957,-0.057111,-1.421455,-1.060783,0.611592,-1.273018,-0.041014,1.4989,P
0.135729,1.468674,1.423695,-0.038305,-0.263861,-1.359734,-1.310441,-0.41613,P
0.404264,0.516326,-1.467928,0.240736,1.216228,-1.110634,1.126798,-0.713298,N
-0.805196,0.80485,-0.541913,-0.318794,-1.204395,0.925542,0.576653,-0.087471,N
1.058689,-0.577631,-0.45325,-1.562639,-0.976884,1.559744,0.001474,0.132979,N
-0.595485,-0.720163,0.59584,0.446828,-0.531126,1.169162,-0.363445,1.313735,P
0.800736,0.771515,-1.111109,1.436492,-1.368923,-0.551688,-1.168177,0.8319,N
-0.613511,1.503268,-0.787297,-0.025798,1.53118,-1.382703,1.401772,-1.481101,N
-0.567737,0.739105,0.290283,-0.054835,-1.378308,-0.727201,0.779665,1.109884,P
-0.940365,0.287703,-0.108935,-1.122853,0.877908,-1.274926,0.250242,-0.963513,N
0.63028,0.514582,0.675409,-0.237264,-1.069031,1.122592,-0.783312,1.151135,P
-0.327269,-0.221729,1.026023,-1.01893,-0.44123,-0.997012,1.291291,1.200999,P
0.527052,-0.668881,0.161914,-0.333445,1.543143,0.469876,0.602556,0.464733,N
-1.133875,-1.267172,0.673995,0.388443,-1.380344,-0.753568,-1.329594,0.759771,N
-0.131835,-0.508258,-0.745313,0.326073,1.219593,-1.456361,-0.330508,-1.096184,N
-0.930346,-0.310259,-0.947193,1.368852,-1.189299,-0.902693,-0.517984,-1.272662,N
-0.621116,0.516372,-1.027686,0.414881,1.408511,-0.813633,-0.404704,1.479082,N
0.420472,-1.555261,0.155545,-1.428424,0.937489,0.61719,-0.320278,-0.484559,N
1.43479,-1.215191,0.433747,0.525799,1.290887,-0.425917,-1.366129,-0.979117,N
-0.350756,-0.218889,1.48426,-0.200218,0.103173,1.298725,1.376833,-0.360121,P
-1.52109,-0.058515,-1.429589,-0.420043,-0.134607,-0.110075,-0.538103,1.296994,N
1.325566,-0.149606,-0.194386,-0.511055,-0.385061,0.372175,0.749403,-0.926138,P
-1.390857,-1.149688,0.202795,-0.182343,-0.044992,0.228355,0.564647,0.992627,N
0.453293,1.123624,-0.244412,1.551314,0.940492,-1.060294,-0.727199,1.229425,N
0.132902,0.628185,1.375466,0.848633,1.488453,-1.24415,-1.243995,0.683494,P
0.006848,-0.985252,-1.524662,0.139125,-0.067693,0.00722,-0.528197,-1.320105,N
-1.141187,0.207638,0.969572,0.931709,-0.458489,-1.183731,0.735561,-1.068289,P
-0.506236,-0.544509,0.153136,1.531283,0.502943,0.735433,0.412907,-0.525975,P
-0.870772,-0.099946,0.785989,0.339825,-1.067052,1.392615,-0.058696,0.387036,P
-1.519481,0.954423,-0.288164,0.026843,1.40474,0.811217,-0.040582,-1.319425,N
0.090436,0.013595,1.164765,-1.243988,0.397021,-0.383533,-0.330524,0.920735,P
-0.566101,-0.849633,0.941326,-0.401745,-0.010865,0.517236,-0.776519,-0.696058,N
1.418848,-1.243638,-0.202557,-0.838865,-0.39843,0.401943,-0.7812,0.639143,N
-1.25669,-0.809434,1.118706,0.658491,1.469882,1.027175,-0.917064,0.972809,P
-0.25266,-1.066494,-0.3387,-0.568801,-1.177471,0.67896,-0.442931,1.159127,P
0.970672,1.367921,0.043354,0.028226,-0.861823,1.00861,1.227603,0.427502,P
-0.212428,0.464076,-0.205074,0.005926,1.220599,-0.327724,1.485572,0.210506,N
-1.43031,-0.842347,-0.346592,-0.93215,0.011375,-0.846311,-1.368469,0.543686,P
0.241734,-1.307383,-0.654603,0.479329,-0.45958,1.18512,-0.260014,-1.164609,P
0.7511,-0.879642,-0.053467,1.035169,1.014358,0.609117,-0.104245,-1.465678,P
0.812007,0.187369,-0.121959,-0.048461,-1.105917,-1.015268,0.968312,-0.416543,P
0.320409,1.241323,-1.442227,-0.810711,-1.47893,1.527634,0.966118,-1.370876,N
0.421826,-0.400701,1.019621,-0.530069,-0.092262,-1.29955,-1.347793,0.120651,P
-0.944823,0.992398,-0.611903,0.688567,1.297344,-1.187256,-1.473979,1.446141,P
1.106193,0.517185,1.327932,-0.874621,-1.342704,1.190425,1.431229,-1.213333,P
-0.163999,-0.461464,0.685217,-0.251306,-0.759118,-1.328406,-0.50897,-0.41285,P
-1.162474,0.772805,-0.637009,-1.39387,-0.491235,0.785606,0.305545,1.008084,N
-0.134839,1.192628,0.333319,0.090501,-0.082811,-0.440326,-1.203064,0.256138,N
-1.155499,1.140454,0.6294,0.511313,-0.082582,1.02974,-0.612899,0.922104,P
0.85226,0.758296,0.591308,1.374477,0.620929,-0.186521,0.290666,0.32898,N
1.406692,-0.754536,1.253404,0.707493,-0.420394,0.450018,0.040473,-0.03141,P
-1.355285,1.126237,-1.557777,-0.099411,-0.125346,-1.497876,-1.489942,-0.116326,N
1.41008,0.567028,0.47684,0.531927,1.318313,-1.226619,0.18159,-1.021786,N
-0.955546,-1.557467,0.04384,-0.867309,-0.763966,-0.656043,1.492266,-1.217197,N
-0.046197,-0.595247,-1.451538,0.125037,-0.288602,0.873531,1.185929,0.625951,N
-0.461892,-1.484757,-1.523925,-0.223557,0.086351,0.76936,-1.501794,-0.840727,N
-0.14262,-0.638487,0.805263,0.023833,-0.109646,-0.16803,-1.092876,0.780633,P
0.028552,0.627784,0.076849,-1.567121,1.296918,0.209636,0.932106,0.809138,N
-0.791693,-1.435953,0.410783,0.512158,0.930057,-1.517276,-1.215496,-0.764393,N
-1.341306,-0.341523,-1.189664,-0.126621,-1.093473,-0.546448,0.934877,-1.176907,P
0.733841,-0.289496,1.54874,-1.254375,0.316355,-1.277979,1.371223,-0.806982,P
-0.232988,0.772848,-1.561972,0.948747,1.405285,0.075954,-0.582899,-0.682519,N
-1.407922,-1.221698,-0.90984,-1.141513,0.13004,1.076283,-1.304167,-1.144818,N
-0.470712,0.374645,-1.545881,0.290425,-0.965565,-0.207126,-0.239313,1.294569,N
-0.730675,0.914827,-0.652645,-0.86994,1.216067,-0.274997,-0.893637,-0.844258,N
0.033613,0.540593,1.437095,-0.104574,-0.770745,-0.594552,0.601632,1.138088,P
-0.548145,0.253237,0.683704,-1.429114,-1.120879,0.776939,-1.162404,-1.316253,P
-1.529174,-0.709174,-0.936474,1.491038,1.51793,1.560412,1.040481,0.82379,P
0.536641,0.116069,0.068694,-0.615752,-1.026268,-0.178753,1.261482,0.446821,P
-0.19505,-0.15712,-1.566863,-0.536904,-1.146901,-0.934542,-0.889403,1.315178,N
-1.516555,1.369029,-1.430957,-1.092237,0.855536,1.117889,-0.49835,-0.049193,N
-0.99651,0.244831,-1.208115,-0.903227,-0.082953,-1.498956,-0.288769,-0.546996,N
-0.512865,-0.603877,-0.674255,-0.357773,0.676258,-0.520374,0.42684,-1.059238,N
0.815843,1.130318,-0.47962,-0.082823,-0.406526,0.264639,-1.499845,0.788311,N
-1.181862,0.047948,0.349004,-0.280854,0.485095,-0.701436,0.240303,1.03999,N
0.739719,-1.519563,0.349151,1.498302,0.552344,1.35967,-1.320201,-0.704582,P
1.168603,-1.295253,-0.321668,-1.052854,-0.16759,0.033048,0.453692,-1.240514,N
-0.524384,-1.215356,0.40822,1.273719,1.325988,-0.632246,0.551024,1.430448,N
-1.151697,0.147294,-0.286614,0.580031,-0.583149,-1.290999,-0.347417,-1.065092,N
-1.212863,-0.013043,-1.066493,0.219734,0.778407,1.157716,1.189168,-0.211082,P
1.21236,0.70249,1.382968,-1.444033,1.100842,-1.300953,-0.472445,-0.801299,P
-0.237856,0.650785,-1.103181,-1.060571,1.018744,0.364013,1.567391,0.57915,N
-1.536258,-1.28208,0.509974,0.373479,0.344686,1.278881,0.881174,1.123042,P
0.860317,0.273334,0.872508,0.154909,0.035562,-0.622427,0.417911,0.272026,P
-1.396242,0.911396,-0.711412,-0.8316,0.782279,0.37413,-0.766183,0.931709,N
1.056982,-0.575373,0.196863,0.246026,0.201329,-1.470867,0.143372,1.542199,P
-1.019135,-0.476307,0.585689,0.616217,0.233549,0.329502,0.057044,-1.536403,P
-0.642528,-0.521214,1.060789,-1.075,1.404025,-0.69577,0.558574,1.562337,P
-1.305941,-1.290267,0.142284,-0.230065,0.943342,-0.800007,0.879691,0.768701,N
1.352311,0.892992,0.61788,0.59782,-0.868843,0.299859,0.62642,1.321901,P
-1.125933,1.135008,-1.393664,0.749122,-0.526222,0.615465,0.762108,-0.154379,P
1.403957,0.327672,0.404672,-1.016334,-0.622242,-1.152434,0.479096,0.306035,P
-0.197064,-0.022038,-0.218601,-0.693018,0.337859,-1.031958,0.270731,0.737895,N
-0.823886,0.322644,-1.504353,1.468282,1.543701,0.622651,1.147934,-1.204522,P
1.088387,0.292005,-0.125997,0.208698,-1.426704,0.242884,0.810649,0.01738,P
-0.969133,0.554367,-0.199987,1.570098,1.171472,1.215135,-0.512972,-0.068456,N
0.934744,-0.712465,0.320177,-0.739288,0.571457,-0.724107,-0.990313,-0.711746,P
-0.859555,1.357407,-0.339982,-0.208282,0.636999,0.470728,-0.03323,0.873734,N
-1.500183,-0.304092,0.485757,-0.86251,-0.51256,0.994939,0.70402,1.05115,N
0.846953,0.489681,-0.886003,-0.889271,-0.348151,-0.762001,1.231306,1.504536,P
0.175945,-0.905785,0.090489,-1.415189,1.410519,1.320986,0.894067,0.05705,N
0.869792,0.631234,0.319384,-0.083867,0.130588,0.183372,0.347256,0.658177,N
0.764943,-0.008515,-1.088451,1.029942,-1.185339,0.03597,-0.743077,0.438548,N
1.002202,1.39553,-0.094069,0.066355,-1.144329,1.367915,-1.059754,0.491835,P
-1.211716,-0.451626,-0.799765,-0.04021,0.096739,0.371555,1.538161,0.735984,N
-1.514446,-0.397326,1.219763,-0.368249,-1.450622,-0.769138,-0.29672,1.233326,P
-0.109521,1.169376,-1.481203,-0.221582,1.301504,0.757186,-1.273171,0.282241,N
0.255668,-0.098279,-0.59839,-1.34951,-0.526326,-0.566886,-0.790781,-0.178634,P
-0.69096,0.710087,-0.908361,1.085105,0.770926,0.805904,1.423417,1.065017,P
1.511043,-0.48662,1.318973,0.410041,1.017535,1.41908,0.134875,-1.047859,P
-0.535427,-1.053792,0.906111,-1.094544,-1.126862,-0.491464,-1.391008,0.394883,P
-1.39548,1.21323,-1.426886,1.162157,1.49645,-0.791805,1.061242,-1.393804,N
1.290962,-1.315979,1.242484,1.095988,-0.748103,-0.08718,1.469791,1.193239,P
1.357,-0.844833,0.267753,1.118012,-0.706225,-1.244875,0.441531,-1.154365,P
-0.858724,0.898006,1.357484,0.561408,-0.587291,0.401099,0.366324,1.056235,P
-0.09162,0.568971,0.989984,1.375799,0.276353,-0.578627,-0.712053,-0.993941,P
-0.47389,-0.314942,0.793993,0.93942,1.390044,1.383622,-1.14495,-1.322753,P
-0.739407,0.357421,-0.845096,-0.815303,-1.563072,0.46031,-0.911793,1.535688,N
0.934612,0.445739,-0.393731,0.822334,-0.548726,-1.307873,0.176896,-1.02113,P
0.058611,-1.157542,-1.248692,1.107145,1.272536,0.303681,1.140625,0.384381,N
-1.381374,1.068034,-0.929579,0.136657,-0.442897,-1.11414,0.479989,1.170688,N
-0.376026,-0.61428,-0.287508,0.297215,-1.340074,-1.457799,-0.435411,-0.050362,N
1.019683,-0.934513,-0.37289,0.153085,-0.540595,0.054768,-1.191659,-1.352942,N
0.42595,-1.543367,0.31622,-0.0591,-0.302116,0.000149,-0.556208,-0.03986,N
-0.74057,0.769994,-0.863259,-0.556193,-0.852583,-0.637613,1.194146,-0.768218,P
0.233629,1.067935,-0.919324,1.445846,-0.566512,-0.395484,1.519311,0.502269,P
-0.383424,0.858329,-0.73011,0.112937,0.796552,0.703136,0.192026,0.176957,N
-0.804383,-0.259257,0.102617,0.605722,1.328757,-1.072037,0.969186,-0.972901,N
-0.984706,0.061137,-0.045539,-1.539689,-1.158603,-0.685365,-0.051914,0.447114,P
-0.036084,0.232923,1.174599,-0.246035,-1.044508,1.297526,0.846427,-0.041654,P
-0.133409,0.313715,-0.277538,-0.770895,0.179546,-1.422395,0.760962,0.498412,N
0.894509,1.016766,0.691863,-0.50907,-1.434191,1.326375,0.069252,1.317746,P
1.4879,-1.479918,1.105984,-1.381829,0.987135,-0.35934,1.521855,-0.877866,P
0.063296,-0.99752,-0.526903,1.38773,0.031924,-1.282181,-1.031445,-1.381831,N
-1.186132,1.363808,0.485111,0.385965,-0.668807,-1.434694,-0.186922,1.355692,N
1.2351,0.458931,0.828409,-0.467255,-0.018828,-1.184256,-0.007813,-0.850999,P
-1.320472,0.63657,-0.462003,0.825969,0.863297,1.339358,0.636013,0.934728,P
-0.962776,-1.427567,1.126678,-0.644977,1.55402,1.071353,-1.366012,-1.125344,P
0.960125,-0.770364,-1.45123,1.507588,-0.788966,-1.38342,0.189928,-1.259819,P
-1.54576,-1.007663,0.497366,1.090805,0.512466,-0.211934,0.260356,0.55311,N
1.385811,0.534999,-0.552439,-1.182015,-1.22836,0.593287,-0.434618,0.151045,P
-0.437175,0.482244,-1.441278,1.312877,1.506645,-0.040423,-0.423422,0.198005,N
0.590861,-0.234362,1.265301,-1.031847,0.944925,-0.811848,-0.741732,0.925779,P
0.026385,0.634305,0.475525,-0.659997,0.59532,-0.795168,-0.441905,-0.732904,N
0.487632,1.334793,-0.060184,0.387429,-0.434308,-0.061632,-0.380576,0.272405,N
-0.783786,-0.253801,0.079831,-0.996578,-1.49182,0.868378,-0.065573,1.017216,P
-0.400526,0.645776,0.25562,1.480896,0.025133,-1.018514,0.614798,-0.204413,P
0.793335,-0.648157,-1.489677,-1.415007,1.441794,0.370209,0.209054,1.331796,N
0.667578,1.468344,1.495185,-0.172975,1.135022,-1.384774,1.263683,-0.34847,N
1.35483,1.242863,-0.029289,-1.216736,0.568037,-0.973348,1.559394,-0.799257,N
0.370173,0.347727,0.962173,-1.048455,-0.294046,-0.783962,1.564017,0.330036,P
1.144473,0.880068,1.467811,-0.180865,-0.313121,-0.207094,0.73552,-1.145016,P
-0.811913,0.681413,-1.436403,1.264617,-0.450386,0.259186,-0.288789,1.105325,N
1.256348,1.408148,1.515197,1.550349,-1.542605,-1.254333,0.076594,0.964798,P
0.793392,1.128688,0.158679,0.353417,0.999721,-1.481143,-0.732644,-1.541684,N
-1.525389,0.920907,-0.297156,-0.876083,1.068909,0.406712,1.503805,0.778021,N
1.326374,-0.93569,0.835396,0.314185,1.522656,-0.48977,0.341296,0.893998,P
-0.369543,0.672196,0.730448,-0.502862,-0.133412,-0.597505,-0.39233,-0.812869,N
0.011583,0.436737,-0.698031,-0.724626,0.846441,1.404817,0.319774,0.893706,N
-0.103315,1.470523,-1.096332,1.168797,0.996631,-1.452339,-0.820408,0.569091,P
0.889808,0.172185,-0.611678,-0.400149,-0.591427,0.716512,-0.155094,-1.439518,P
1.030214,0.511737,-1.183247,0.853418,-0.121156,0.697731,0.855503,-0.577359,P
1.485847,-0.917412,-0.550395,-1.11068,-0.524032,-0.807824,-0.632675,0.705255,P
0.1135,-0.014982,1.497056,0.15183,-1.525333,0.857328,0.92172,-0.015346,P
0.639885,-0.470133,-0.003809,0.833668,-0.875518,-1.3709,0.147043,-0.313258,N
0.882287,-0.421478,-1.192117,-0.050652,0.393,-0.275131,-1.084601,0.381135,N
0.281427,0.513136,1.174551,0.069243,1.518947,0.303306,-1.363695,0.023959,N
-1.29365,0.611198,-1.08486,1.383699,0.366014,-1.146956,1.436231,0.552228,N
0.594061,-0.605616,0.555915,-1.379633,0.359026,-0.070962,-1.261206,1.023372,P
0.407663,0.176788,0.161137,0.610083,-0.851153,1.151904,-0.763287,-0.403215,P
-0.223093,-0.675489,0.173415,-0.495046,1.480152,1.556687,-1.449113,-0.420529,N
1.536925,0.771581,-0.80998,-1.308969,-1.36112,0.051295,1.52883,0.752596,N
0.918165,-0.53443,-0.820559,0.733615,0.732043,1.317491,-0.047665,0.821931,N
0.101217,-0.353936,0.449142,-0.889833,0.969592,1.117644,-0.004806,0.619613,N
1.556428,-1.55908,-0.516307,-1.438756,0.488457,0.664215,0.905128,-0.549498,N
-1.153084,0.561621,-0.500853,-0.329389,0.510643,1.388,0.897742,0.876526,P
0.611201,-1.319219,-1.517144,-0.547145,-0.459745,-1.35964,-0.726184,0.843989,N
-0.547196,1.249339,-1.465746,-0.421834,1.386245,0.471459,0.117553,0.638326,N
-1.287871,-0.757813,-1.556187,0.812863,0.563027,0.707251,-0.348761,-0.197847,N
0.324309,-0.542209,-1.081907,-0.990924,0.31701,-1.016167,0.578769,-1.416742,N
-0.005293,0.854432,-0.075036,-0.884552,-0.155285,-1.02559,0.993746,-1.053875,N
-0.990099,0.224044,-1.356992,-0.644752,0.782876,0.832681,1.174177,-0.172631,N
0.422122,-1.263806,1.003936,-1.001673,0.811105,-0.918365,-1.097933,1.425285,P
0.885104,-0.471083,-0.341365,0.671841,0.868455,-0.309762,0.764164,0.11654,N
0.506855,-0.686532,-0.766935,0.754806,0.285914,-0.555276,0.476248,1.480187,N
-1.293269,0.519683,0.072381,0.26798,-1.281406,1.143107,-0.481553,-0.767264,P
0.716276,0.689289,0.709397,-1.107127,-0.979011,1.356299,-0.711404,0.833193,P
-0.126553,-1.308087,0.484741,0.170855,1.431381,-0.080914,0.340207,1.394797,N
-0.123435,-0.152187,0.896008,0.152399,-1.097347,0.395869,0.162532,-0.213261,P
-1.113265,-0.548447,1.554179,0.964582,1.180586,-0.525943,-1.518369,0.281574,P
0.674343,-0.317752,-1.256644,1.118445,-0.186845,0.910081,-0.076782,1.177739,P
-1.185753,0.257708,0.504726,1.560995,1.289805,-0.680529,0.721534,-0.911468,P
1.312271,-0.959842,0.625178,0.195773,0.756358,0.895662,0.27784,-0.632329,P
1.358445,0.008334,-1.260637,1.102907,1.230464,-1.122509,1.253256,0.461806,N
1.433543,-1.293907,-0.617694,1.156756,-0.691721,-0.751196,-0.905669,-1.294064,N
0.675423,-0.591778,1.378932,1.414489,1.277358,0.71762,-0.568014,-0.078933,P
1.259085,0.265265,0.181767,0.887075,-1.094297,0.468356,0.689508,-0.873937,P
-0.319711,0.39416,1.322069,-0.924047,-0.967969,-1.177468,-0.774547,-1.311796,P
-1.264842,-0.973739,-0.468953,-1.562605,-1.482213,-0.81855,0.940481,0.349329,P
0.9656,-1.067592,0.567864,1.016097,1.276905,-0.329754,1.318678,-0.468138,P
-0.631013,-1.386865,-0.065282,-0.15187,0.726132,-0.411587,-0.910982,-1.454115,N
0.587492,-1.565019,-0.785062,-1.502269,-0.990327,0.244866,1.254465,-0.858609,N
-0.045778,1.276112,0.156208,0.342591,-0.26971,-0.021306,0.568411,-1.303776,P
0.303846,-0.033819,-0.984906,-0.620676,0.294211,0.050717,-0.306078,0.043998,N
-1.498271,0.226376,-0.262725,1.52844,-0.062995,1.029709,-1.464105,1.197224,N
1.567367,0.232206,1.458953,-0.315216,-0.038888,-0.714606,0.890016,-0.159283,P
0.484802,0.827802,0.490208,-1.103796,-0.1406,-0.079697,1.368703,-0.433295,P
-1.217862,-1.242489,-1.465895,-0.397947,-0.584282,-1.155789,1.041418,-0.174283,P
-1.122437,-0.346604,-0.931396,0.152091,0.589209,-0.873295,1.298833,-1.217444,N
0.461375,-0.860128,0.579776,-1.07028,0.530191,0.051679,-1.434595,-0.391122,P
0.871866,1.440765,-0.92952,0.563361,1.359429,1.484872,0.488907,-1.374637,P
1.057953,-0.451475,0.701367,-0.358214,-0.884471,-0.563515,-1.342045,-0.251665,P
-0.396606,-0.99126,0.627083,-1.208125,0.707818,0.911456,0.889691,-1.1533,P
0.695219,-0.241218,-0.656249,-0.837219,-0.922306,0.435188,-0.938956,0.122263,P
0.958902,-1.491041,0.549376,0.046723,-0.571038,0.574965,-0.807247,0.275086,N
-0.099508,0.555267,0.228995,-0.128756,0.13405,-0.099149,1.135619,-1.056241,P
-1.102118,-1.294515,0.273676,0.559404,0.451754,-1.356014,1.172651,0.890331,N
-0.458469,-1.38677,0.377254,-0.89108,-0.592537,-1.41223,1.525443,0.379524,N
0.834699,0.025703,0.771425,-0.413266,0.080951,-0.619517,-0.416867,1.226313,P
1.569923,-1.550443,-0.012463,0.304896,0.237032,-0.989374,-0.527943,-1.340267,N
-0.53484,1.215058,1.021768,0.456101,0.256409,0.036798,-1.2793,-0.639285,N
-0.965708,1.129851,0.911946,0.199914,-0.795103,-0.426386,-0.125927,-0.209395,P
-1.178487,-1.520932,-0.756766,-1.557187,1.035673,-0.296365,0.972776,-0.722509,N
0.909419,0.835587,1.343146,0.975654,-1.016744,1.55618,0.601094,-0.95901,P
0.756761,0.78552,-1.224816,-1.300576,-1.301496,0.959831,-0.771454,1.437699,P
-1.423694,1.257453,1.373475,0.424858,0.67412,-0.19237,-0.475594,1.409532,P
1.483074,0.520817,-0.424066,-0.255364,1.345391,-0.466466,-1.100605,-0.746542,N
0.627608,0.895035,0.991835,-0.49413,-1.194746,1.51592,-0.1757,0.38667,P
-1.265583,0.911685,0.475669,1.522976,0.957037,-0.253445,0.112367,-1.188416,P
